mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_features,param_max_samples,param_min_samples_split,param_n_estimators,params,split0_test_score,mean_test_score,std_test_score,rank_test_score
38.49273467063904,0.0,2.9853668212890625,0.0,True,sqrt,0.75,10,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 400}",0.01145411566964927,0.01145411566964927,0.0,96
45.21913290023804,0.0,3.500467300415039,0.0,True,sqrt,0.75,10,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 10, 'n_estimators': 500}",0.011778443895869179,0.011778443895869179,0.0,79
7.25862193107605,0.0,0.6866011619567871,0.0,True,sqrt,1.0,2,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 50}",0.013804914942339557,0.013804914942339557,0.0,21
10.066930294036865,0.0,0.7530221939086914,0.0,True,sqrt,1.0,2,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 100}",0.014537034543468054,0.014537034543468054,0.0,10
22.99042272567749,0.0,1.733532190322876,0.0,True,sqrt,1.0,2,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 200}",0.01622750059922099,0.01622750059922099,0.0,2
31.90307903289795,0.0,2.451181411743164,0.0,True,sqrt,1.0,2,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 300}",0.01389861571182046,0.01389861571182046,0.0,18
43.746782302856445,0.0,3.082282781600952,0.0,True,sqrt,1.0,2,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 400}",0.014594097060993929,0.014594097060993929,0.0,9
51.69472861289978,0.0,3.507077217102051,0.0,True,sqrt,1.0,2,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 500}",0.01451141649695622,0.01451141649695622,0.0,11
6.895493507385254,0.0,0.7618157863616943,0.0,True,sqrt,1.0,5,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 50}",0.011353442397969581,0.011353442397969581,0.0,100
9.55521559715271,0.0,0.6119985580444336,0.0,True,sqrt,1.0,5,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 100}",0.01047516831338871,0.01047516831338871,0.0,143
