mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_features,param_max_samples,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
2.0833460807800295,0.287803841106556,0.07605948448181152,0.041689435900998065,True,1,1.0,2,50,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 50}",-0.4539497134634392,-0.4231114319098432,-0.4431546569744466,-0.4319328580563374,-0.44731089837897,-0.43989191175660736,0.011029412471925893,192
3.9025338649749757,0.2077627242580618,0.10833725929260254,0.05184051496326559,True,1,1.0,2,100,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 100}",-0.4557847178751628,-0.4216841833649424,-0.4400424265651216,-0.4306652530687167,-0.44233208307649524,-0.4381017327900877,0.01148204926976541,180
8.42746958732605,0.2376372486048232,0.13663549423217775,0.058379472846788016,True,1,1.0,2,200,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 200}",-0.4562305201512216,-0.42072901488557124,-0.4396054942327721,-0.43046568877728825,-0.4437695840923184,-0.43816006042783434,0.012026156934237999,181
12.13328766822815,0.40902295155958807,0.18711366653442382,0.06180619705589424,True,1,1.0,2,300,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 300}",-0.4554960060861403,-0.42138645614755904,-0.44065599718676984,-0.4294744763577055,-0.44458904568972046,-0.43832039629357905,0.011872330831906744,184
15.233747529983521,0.800457330788915,0.29000287055969237,0.07614130379102416,True,1,1.0,2,400,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 400}",-0.4571691593043108,-0.4208900278912247,-0.4416350074201202,-0.42956401929042365,-0.4452643817691461,-0.438904519135045,0.012595771763837065,187
18.041395378112792,0.5840958001322822,0.20693860054016114,0.10821087493077376,True,1,1.0,2,500,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 2, 'n_estimators': 500}",-0.456685828441738,-0.4206552856812736,-0.4426189797415248,-0.42889136138746603,-0.44511250289881915,-0.43879279163016427,0.012662911791685806,186
1.6768216609954834,0.06628332240782758,0.1146500587463379,0.07751967024854126,True,1,1.0,5,50,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 50}",-0.4532483973939627,-0.417608285045917,-0.43595757441941907,-0.4290036950729831,-0.44001320151858603,-0.4351662306901735,0.011809677423983499,166
3.2200879573822023,0.22551840928370273,0.18431477546691893,0.09266733929659918,True,1,1.0,5,100,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 100}",-0.45108279388296346,-0.4173417097372868,-0.43620520496104226,-0.4237701024748721,-0.4392634907501312,-0.4335326603612592,0.011878101841678807,150
6.4125738620758055,0.4995567980741937,0.24742188453674316,0.09561590420134854,True,1,1.0,5,200,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 200}",-0.4491363237717641,-0.41686184710698526,-0.4358810579428639,-0.4258405952609169,-0.43694956718372313,-0.43293387825325064,0.010917469626845231,143
9.641790962219238,0.5425563240896915,0.20912470817565917,0.09835307300992897,True,1,1.0,5,300,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 300}",-0.44950048667510056,-0.41617415030406385,-0.4361958492948609,-0.42611245005052995,-0.4387916184010418,-0.43335491094511935,0.011366090887686689,148
12.724608278274536,0.6872950370212999,0.1958181381225586,0.09057852197771052,True,1,1.0,5,400,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 400}",-0.4481717309052616,-0.4166377271434339,-0.43592371775745203,-0.4254938071604236,-0.4388799687604386,-0.433021390345402,0.010930399746156491,145
16.802797937393187,0.8147915329090487,0.295925235748291,0.07166648240681445,True,1,1.0,5,500,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 5, 'n_estimators': 500}",-0.44882227874782044,-0.4163681745193411,-0.43620898883172415,-0.42510168946610877,-0.4381813781450846,-0.43293650194201583,0.011193476329275495,144
1.4443400382995606,0.1301763757165231,0.06159787178039551,0.04177048412944006,True,1,1.0,10,50,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 50}",-0.43040359200983375,-0.4119357065368236,-0.42119728109421817,-0.413668298052345,-0.4253054822718864,-0.42050207199302136,0.006952398838476331,71
2.8967068672180174,0.10334793370956182,0.1466970920562744,0.07283198512328533,True,1,1.0,10,100,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 100}",-0.4295947234476341,-0.4090558509061388,-0.4218036827440576,-0.411973152349235,-0.42399489266311013,-0.4192844604220351,0.0076539643979658895,63
5.6626701831817625,0.481371764452428,0.1519803524017334,0.0732662935263678,True,1,1.0,10,200,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 200}",-0.4314035874893563,-0.4087807747678834,-0.4212249113706787,-0.4129141053975475,-0.42420454765103965,-0.4197055853353011,0.008060619747827872,68
8.337977075576783,0.46420013766861534,0.34264650344848635,0.07795415506948654,True,1,1.0,10,300,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 300}",-0.43151174388911434,-0.4088530276096684,-0.4212010096073178,-0.413286212879784,-0.42433301465014855,-0.4198370017272066,0.0080241482561772,69
11.075373077392578,0.4989541241745953,0.3457625865936279,0.1353175866862325,True,1,1.0,10,400,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 400}",-0.4303294417450209,-0.40893309503794645,-0.42143199307281104,-0.4133537988109478,-0.42313618383207235,-0.4194369024997597,0.007531886903870923,66
14.954051160812378,0.7288698465367389,0.5779813289642334,0.36517633427730356,True,1,1.0,10,500,"{'bootstrap': True, 'max_features': 1, 'max_samples': 1.0, 'min_samples_split': 10, 'n_estimators': 500}",-0.43093794875809205,-0.4088606057545876,-0.4217713889718315,-0.4132580202021586,-0.42322115523108456,-0.4196098237835509,0.007770863417880051,67
3.868539333343506,0.4324068023038699,0.2514072895050049,0.06393653200367692,True,sqrt,0.5,2,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 50}",-0.45155189546000346,-0.43272155289461284,-0.4461319045557355,-0.44040264302561904,-0.442427589595121,-0.4426471171062184,0.006245662530807549,206
8.237951374053955,0.6502013296592749,0.389333438873291,0.19506996840326785,True,sqrt,0.5,2,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 100}",-0.45327180509053405,-0.4294752329625652,-0.44396099757840146,-0.4353917769296221,-0.4454021168869259,-0.44150038588960977,0.008267573174846114,195
14.397601222991943,0.6820303430129286,0.4962462902069092,0.16330256794314404,True,sqrt,0.5,2,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 200}",-0.4553224663734751,-0.4300342863133413,-0.4473594442154685,-0.43638745918201016,-0.44690651947890075,-0.44320203511263917,0.008918970370760667,210
24.097916746139525,1.321225952621967,0.7922141075134277,0.24132953006027372,True,sqrt,0.5,2,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 300}",-0.4564620959178859,-0.42930102568347495,-0.44504615816222454,-0.4359269788508816,-0.4471255334954368,-0.4427723584219808,0.0093793948462536,208
32.44595537185669,1.0381949347407535,0.7955931663513184,0.1883021731490745,True,sqrt,0.5,2,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 400}",-0.455078971244867,-0.4290878484110537,-0.4444186781025789,-0.43678924201470337,-0.44747138223710087,-0.4425692244020608,0.008934216154875257,204
41.39396696090698,1.5781962811356913,0.7223610401153564,0.21780843089615834,True,sqrt,0.5,2,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 2, 'n_estimators': 500}",-0.4556165939570126,-0.42882594507389205,-0.4445539971852126,-0.43644683218975583,-0.4470225944194647,-0.4424931925650676,0.009168840588736564,203
4.730651426315307,0.3573776980133266,0.5250075340270997,0.1265524056108746,True,sqrt,0.5,5,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 50}",-0.43950190557585495,-0.4244911270547471,-0.4346845281203138,-0.4285449129888912,-0.43128563515251883,-0.43170162177846516,0.005135586567860924,133
8.047154808044434,0.23920831230852183,0.5582483768463135,0.3376293633293308,True,sqrt,0.5,5,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 100}",-0.44402600079564397,-0.42055140401073715,-0.4362696766883827,-0.4259835189018945,-0.43302812798087525,-0.4319717456755067,0.00813850458868421,137
15.721248388290405,1.4138526819342352,0.5972391128540039,0.3428481276783928,True,sqrt,0.5,5,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 200}",-0.44627191780051945,-0.42107321664863634,-0.4354943837257656,-0.42767444054127834,-0.4360261625479561,-0.4333080242528312,0.008504807605100136,146
21.99164524078369,0.7818089248708819,0.8305245876312256,0.17333059953599303,True,sqrt,0.5,5,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 300}",-0.4462112792238656,-0.42191873414236764,-0.43522997783830225,-0.42876341173326143,-0.43612305900344117,-0.4336492923882476,0.008098140867525723,152
31.07283501625061,1.7709924382936275,0.9531403064727784,0.13079113916259894,True,sqrt,0.5,5,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 400}",-0.44616588273915275,-0.42192806168395736,-0.43482397440041587,-0.4288114170987545,-0.43663217348967054,-0.43367230188239014,0.008096074738576601,153
35.84507727622986,2.684000835261374,0.7680042266845704,0.20079257631697203,True,sqrt,0.5,5,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 5, 'n_estimators': 500}",-0.4463770840845119,-0.4216949930230819,-0.4353557128881811,-0.4285136624922516,-0.4367324697673289,-0.43373478445107105,0.008290451838272579,154
3.8112857341766357,0.7136570960525334,0.7500478744506835,0.21916718774136584,True,sqrt,0.5,10,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 50}",-0.43307542838496194,-0.41772615720110573,-0.42350312220944647,-0.4210795849912738,-0.42832400526429193,-0.424741659610216,0.005411967143955047,100
7.425407218933105,0.43320628524769045,0.8680334091186523,0.2860299676037864,True,sqrt,0.5,10,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 100}",-0.43065400579141677,-0.4113763960527162,-0.41963813680756423,-0.4150027879893554,-0.4245325683627238,-0.4202407790007553,0.00682981347650523,70
13.467909622192384,1.3688722234691109,0.6841288089752198,0.08530224775716697,True,sqrt,0.5,10,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 200}",-0.42967598643183474,-0.4113583596833918,-0.4178426209929851,-0.4166491820150235,-0.42138964684707775,-0.41938315919406255,0.006069820122528749,64
21.418533039093017,0.42768482680876724,0.8994126319885254,0.18535264832444762,True,sqrt,0.5,10,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 300}",-0.42845166602159235,-0.41169394730056524,-0.41814412320196914,-0.41768604984079283,-0.42104460759560347,-0.4194040787921046,0.005450420325328774,65
26.607313776016234,1.7113138986893062,0.8659826278686523,0.15596140361720204,True,sqrt,0.5,10,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 400}",-0.42823640231276167,-0.41075665326898975,-0.418569785721756,-0.41747510496116663,-0.42098443579295974,-0.4192044764115268,0.005648065414237614,62
32.8909526348114,1.3556182167074096,0.6885620594024658,0.3594084351471734,True,sqrt,0.5,10,500,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.5, 'min_samples_split': 10, 'n_estimators': 500}",-0.4281128228128225,-0.41083426760382585,-0.4184447191130622,-0.41704444077342057,-0.4214141451911887,-0.419170079098864,0.005648694299405338,61
6.988457155227661,0.9877042899352166,0.6165890216827392,0.3718699540647281,True,sqrt,0.75,2,50,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 50}",-0.4436675301929133,-0.4253447090584416,-0.44083255800237037,-0.4313379626773761,-0.44563749997999086,-0.43736405198221845,0.00775877142292076,179
12.231520223617554,1.3585617702266024,0.7942280769348145,0.200083914801134,True,sqrt,0.75,2,100,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 100}",-0.4448205185817019,-0.42165757777662066,-0.43794521581789864,-0.4273732645819732,-0.44462674344464903,-0.4352846640405687,0.009312069873236479,167
24.076069021224974,1.5085512106039938,0.9985643863677979,0.2367667635143345,True,sqrt,0.75,2,200,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 200}",-0.44702217007545686,-0.41934872658233546,-0.4375735303160593,-0.42787259650979376,-0.4422558034332012,-0.4348145653833694,0.009993924406294184,163
35.33740673065186,2.448907026957749,0.9261280059814453,0.2769300643972184,True,sqrt,0.75,2,300,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 300}",-0.44930077217896086,-0.4193685497953667,-0.43849631349659507,-0.430051268054355,-0.4420281986210099,-0.43584902042925755,0.010308829940984322,172
48.24127597808838,2.4124833798853724,0.9151311397552491,0.2496867566117407,True,sqrt,0.75,2,400,"{'bootstrap': True, 'max_features': 'sqrt', 'max_samples': 0.75, 'min_samples_split': 2, 'n_estimators': 400}",-0.4498174201535825,-0.4195298288435018,-0.4395976109996234,-0.4301495834140235,-0.4420129090377976,-0.4362214704897058,0.010442869777669629,177
